ID,S1_Progress,S2_Progress,S1_Attention1,S1_Attention2,S1_Attention3,S1_AttentionFailed,S2_Attention1,S2_Attention_2,S2_Attention_3,S2_AttentionFailed,Gender,Gender_TEXT,Ethnicity,Ethnicity_TEXT,Education,Religion,Religion_9_TEXT,Hel_Pr1,Hel_Pr2,Hel_Pr3,Hel_Pr4,Hel_Pr5,Hel_Pr6,Hel_Pr7,Age,Rrel_exp4,ICQ1,ICQ2,ICQ3,ICQ4,ICQ5,ICQ6,ICQ7,ICQ8,ICQ9,ICQ10,ICQ11,ICQ12,ICQ13,ICQ14,ICQ15,RecFP_1,RecFP_2,RecFP_3,RecFP_4,RecFP_5,RecFP_6,RecFP_7,RecFP_8,AuthFP_1,AuthFP_2,AuthFP_3,AuthFP_4,AuthFP_5,AuthFP_6,AuthFP_7,AuthFP_8
408,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Agree,33,more than 5 years but less than 10 years,I'm always good at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,Quite important,Quite important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Quite important,Slightly unimportant,Slightly important,Slightly important,Quite important,Slightly important,Extremely unimportant,Slightly unimportant
412,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,"Other, please specify:",Don't follow,Agree,Undecided,Agree,Agree,Disagree,Undecided,Disagree,38,1 - 6 months,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,Slightly important,Quite unimportant,Slightly important,Quite important,Quite important,Extremely important,Extremely important,Quite important,Slightly important,Slightly important,Slightly unimportant,Slightly unimportant,Slightly important,Extremely unimportant,Extremely unimportant,Quite unimportant
425,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Master’s degree,Buddhism,,Agree,Strongly disagree,Agree,Disagree,Agree,Undecided,Strongly disagree,28,NA,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,Quite important,Extremely important,Quite important,Extremely important,Quite important,Extremely important,Quite important,Quite important,Quite unimportant,Quite unimportant,Slightly important,Quite unimportant,Slightly unimportant,Slightly important,Extremely unimportant,Extremely unimportant
435,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Malay,,College/Pre-university graduate,Islam,,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,38,10 years or more,I'm always good at this,I'm only fair at this,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always good at this,Quite important,Slightly important,Quite important,Extremely important,Quite important,Extremely important,Extremely important,Quite important,Slightly unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Slightly important,Quite important,Extremely important,Extremely unimportant
23,100,NA,Disagree,Neither agree nor disagree,Agree,No,NA,NA,NA,NA,Male,,Malay,,Bachelor’s degree,Islam,,Agree,Agree,Agree,Strongly agree,Undecided,Disagree,Disagree,30,more than 5 years but less than 10 years,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm always good at this,Extremely important,Quite important,Quite important,Slightly important,Quite important,Slightly important,Extremely important,Extremely important,NA,NA,NA,NA,NA,NA,NA,NA
38,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Indian,,College/Pre-university graduate,Christianity,,Agree,Disagree,Agree,Strongly agree,Agree,Undecided,Disagree,25,more than 1 year but less than 3 years,I'm always good at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,Extremely important,Slightly important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Slightly unimportant,Quite unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant
40,100,100,Disagree,Agree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Bachelor’s degree,Christianity,,Agree,Agree,Agree,Undecided,Undecided,Agree,Agree,27,more than 1 year but less than 3 years,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm OK at this,Slightly unimportant,Slightly unimportant,Slightly unimportant,Slightly unimportant,Slightly unimportant,Slightly important,Slightly important,Slightly unimportant,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly important,Slightly unimportant
51,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Master’s degree,Buddhism,,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,28,more than 1 year but less than 3 years,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,Quite important,Slightly important,Slightly important,Quite important,Quite important,Quite important,Extremely important,Quite important,Extremely unimportant,Extremely unimportant,Quite unimportant,Extremely unimportant,Slightly unimportant,Extremely unimportant,Extremely unimportant,Extremely unimportant
58,100,100,Disagree,Strongly agree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Indian,,Bachelor’s degree,Hinduism,,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,28,more than 5 years but less than 10 years,I'm always good at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Slightly important,Extremely important,Quite important,Quite important,Extremely important,Slightly unimportant,Extremely unimportant
101,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,Professional degree,Agnosticism,,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,25,NA,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always good at this,I'm always good at this,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite unimportant,Slightly important,Extremely unimportant,Extremely unimportant,Slightly important,Slightly important,Extremely unimportant,Extremely unimportant
143,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Chinese,,Bachelor’s degree,Buddhism,,Disagree,Agree,Strongly agree,Undecided,Undecided,Disagree,Undecided,26,1 - 6 months,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always good at this,I'm OK at this,Quite important,Quite important,Slightly important,Quite important,Quite important,Slightly important,Quite important,Slightly important,Slightly important,Quite unimportant,Slightly unimportant,Quite unimportant,Quite unimportant,Slightly important,Slightly important,Extremely unimportant
164,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,College/Pre-university graduate,Buddhism,,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,25,7 - 12 months,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm OK at this,Extremely important,Quite important,Quite important,Quite important,Extremely important,Extremely important,Extremely important,Quite important,Slightly unimportant,Quite unimportant,Slightly unimportant,Quite unimportant,Slightly important,Slightly unimportant,Slightly important,Extremely unimportant
197,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Malay,,Bachelor’s degree,Islam,,Agree,Agree,Undecided,Agree,Undecided,Undecided,Agree,31,more than 5 years but less than 10 years,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm always poor at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm only fair at this,I'm always poor at this,Extremely important,Quite important,Extremely important,Quite important,Quite important,Quite important,Extremely important,Quite important,Slightly important,Extremely unimportant,Quite unimportant,Slightly important,Quite important,Quite important,Quite unimportant,Quite unimportant
203,100,100,Agree,Neither agree nor disagree,Agree,No,Slightly important," 	Occasionally",Moderately so,Yes,Female,,Chinese,,Bachelor’s degree,Christianity,,Undecided,Disagree,Agree,Agree,Agree,Agree,Agree,25,NA,I'm OK at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm only fair at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm only fair at this,I'm OK at this,I'm OK at this,I'm OK at this,Quite important,Quite important,Slightly important,Slightly important,Quite important,Slightly important,Extremely important,Slightly important,NA,NA,NA,NA,NA,NA,NA,NA
215,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Male,,Indian,,Bachelor’s degree,Atheism,,Agree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,27,NA,I'm always poor at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always poor at this,I'm always poor at this,I'm OK at this,I'm OK at this,I'm OK at this,I'm always poor at this,I'm always poor at this,I'm only fair at this,I'm always good at this,I'm always good at this,I'm only fair at this,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely unimportant,Extremely unimportant
223,100,100,Disagree,Neither agree nor disagree,Agree,No,Quite unimportant,Often,Moderately so,No,Female,,Chinese,,College/Pre-university graduate,Atheism,,Agree,Agree,Undecided,Strongly agree,Agree,Disagree,Agree,25,more than 5 years but less than 10 years,I'm always good at this,I'm always poor at this,I'm OK at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm always good at this,I'm only fair at this,I'm always good at this,I'm OK at this,I'm always good at this,Extremely important,Quite important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Quite unimportant,Extremely unimportant,Slightly important,Slightly unimportant,Extremely important,Extremely unimportant,Extremely unimportant,Extremely unimportant
